;Etat;Absence;CESP;Etudiant;Voeu;Rang;Subdivision;Discipline;Désir (non officiel);Offre;SubDis;;
4734;simulé;;;4697;4;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
4735;simulé;;;4698;1;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
4736;rien;;;4699;;;;car aucun vœu;;;;;
4737;simulé;;;4700;1;;TOULOUSE;Discipline : BIOLOGIE médicale;;8;[040003];;
4738;simulé;;;4701;4;;TOURS;Discipline : MÉDECINE générale;;93;[033011];;
4739;simulé;;;4702;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
4740;simulé;;;4703;1;;DIJON;Discipline : GYNÉCOLOGIE obstétrique;;6;[017009];;
4741;rien;;;4704;;;;car aucun vœu;;;;;
4742;simulé;;;4705;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
4743;simulé;;;4706;1;;ANTILLES-GUYANE;Discipline : PÉDIATRIE;;6;[041002];;
4744;simulé;absence;;4707;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
4745;simulé;;;4708;3;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
4746;simulé;;;4709;2;;TOURS;Discipline : MÉDECINE générale;;93;[033011];;
4747;rien;;;4710;;;;car aucun vœu;;;;;
4748;simulé;;;4711;1;;CAEN;Spécialité médicale : Anatomie et cytologie pathologique;;3;[022012];;
4749;simulé;;;4712;2;;REIMS;Discipline : MÉDECINE générale;;95;[019011];;
4750;rien;;;4713;;;;car aucun vœu;;;;;
4751;simulé;;;4714;1;;TOURS;Discipline : MÉDECINE générale;;93;[033011];;
4752;simulé;;;4715;1;;OCEAN INDIEN;Discipline : MÉDECINE générale;;51;[042011];;
4753;simulé;;;4716;1;;REIMS;Discipline : PÉDIATRIE;;7;[019002];;
4754;simulé;;;4717;1;;STRASBOURG;Spécialité médicale : Médecine physique et de réadaptation;;3;[020021];;
4755;simulé;;;4718;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
4756;simulé;;;4719;1;;NANCY;Discipline : PÉDIATRIE;;12;[018002];;
4757;invalidé;;;4720;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4758;simulé;;;4721;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
4759;simulé;;;4722;4;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
4760;simulé;;;4723;5;;ANTILLES-GUYANE;Discipline : PÉDIATRIE;;6;[041002];;
4761;simulé;;;4724;1;;ROUEN;Discipline : MÉDECINE du Travail;;10;[024006];;
4762;simulé;absence;;4725;1;;NICE;Discipline : MÉDECINE générale;;85;[036011];;
4763;simulé;;;4726;1;;BESANCON;Discipline : MÉDECINE générale;;79;[016011];;
4764;simulé;;;4727;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
4765;simulé;;;4728;1;;NANTES;Discipline : MÉDECINE générale;;111;[030011];;
4766;simulé;;;4729;1;;OCEAN INDIEN;Discipline : MÉDECINE générale;;51;[042011];;
4767;invalidé;;;4730;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4768;simulé;;;4731;2;;DIJON;Discipline : GYNÉCOLOGIE obstétrique;;6;[017009];;
4769;simulé;;;4732;1;;NANTES;Discipline : MÉDECINE générale;;111;[030011];;
4770;simulé;;;4733;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
4771;simulé;;;4734;1;;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
4772;rien;;;4735;;;;car aucun vœu;;;;;
4773;rien;;;4736;;;;car aucun vœu;;;;;
4774;simulé;;;4737;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
4775;simulé;;;4738;1;;NANCY;Discipline : MÉDECINE générale;;126;[018011];;
4776;simulé;;;4739;6;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
4777;simulé;;;4740;1;;NICE;Discipline : MÉDECINE générale;;85;[036011];;
4778;simulé;;;4741;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
4779;simulé;;;4742;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
4780;rien;;;4743;;;;car aucun vœu;;;;;
4781;simulé;;;4744;1;;OCEAN INDIEN;Discipline : MÉDECINE générale;;51;[042011];;
4782;invalidé;;;4745;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4783;simulé;;;4746;1;;SAINT ETIENNE;Spécialité médicale : Médecine physique et de réadaptation;;2;[027021];;
4784;simulé;;;4747;3;;BESANCON;Discipline : GYNÉCOLOGIE obstétrique;;5;[016009];;
4785;simulé;;;4748;31;;ANTILLES-GUYANE;Discipline : PÉDIATRIE;;6;[041002];;
4786;simulé;;;4749;2;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
4787;simulé;;;4750;1;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
4788;rien;;;4751;;;;car aucun vœu;;;;;
4789;simulé;;;4752;1;;GRENOBLE;Discipline : PSYCHIATRIE;;11;[025010];;
4790;simulé;;;4753;19;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
4791;simulé;;;4754;5;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
4792;rien;;;4755;;;;car aucun vœu;;;;;
4793;simulé;;;4756;1;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
4794;simulé;;;4757;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
4795;simulé;;;4758;2;;AMIENS;Discipline : GYNÉCOLOGIE obstétrique;;5;[021009];;
4796;simulé;;;4759;1;;LILLE;Discipline : PSYCHIATRIE;;40;[023010];;
4797;simulé;;;4760;1;;AMIENS;Spécialité médicale : Endocrinologie, diabète, maladies métaboliques;;2;[021015];;
4798;simulé;;;4761;1;;BREST;Spécialité médicale : Néphrologie;;3;[029022];;
4799;simulé;;;4762;4;;NANCY;Discipline : MÉDECINE générale;;126;[018011];;
4800;simulé;;;4763;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
4801;simulé;;;4764;5;;DIJON;Spécialité médicale : Médecine physique et de réadaptation;;3;[017021];;
4802;simulé;;;4765;1;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
4803;simulé;;;4766;10;;BESANCON;Discipline : GYNÉCOLOGIE obstétrique;;5;[016009];;
4804;simulé;;;4767;2;;POITIERS;Spécialité médicale : Pneumologie;;3;[031025];;
4805;simulé;;;4768;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
4806;ESSA;;;4769;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
4807;simulé;;;4770;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
4808;invalidé;;;4771;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4809;simulé;;;4772;1;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
4810;simulé;;;4773;2;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
4811;simulé;;;4774;1;;STRASBOURG;Discipline : BIOLOGIE médicale;;4;[020003];;
4812;simulé;;;4775;7;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
4813;simulé;;;4776;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
4814;simulé;;;4777;6;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
4815;simulé;;;4778;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
4816;simulé;;;4779;2;;CAEN;Spécialité médicale : Endocrinologie, diabète, maladies métaboliques;;2;[022015];;
4817;simulé;;;4780;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
4818;invalidé;;;4781;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4819;simulé;;;4782;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
4820;simulé;;;4783;1;;BORDEAUX;Spécialité médicale : Médecine physique et de réadaptation;;6;[037021];;
4821;simulé;;;4784;4;;AMIENS;Discipline : GYNÉCOLOGIE médicale;;2;[021005];;
4822;simulé;;;4785;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
4823;simulé;;;4786;2;;ILE DE FRANCE;Discipline : BIOLOGIE médicale;;17;[015003];;
4824;simulé;;;4787;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
4825;simulé;;;4788;1;;ANTILLES-GUYANE;Discipline : MÉDECINE générale;;63;[041011];;
4826;simulé;;;4789;1;;NANTES;Discipline : MÉDECINE générale;;111;[030011];;
4827;simulé;;;4790;1;;POITIERS;Spécialité médicale : Endocrinologie, diabète, maladies métaboliques;;2;[031015];;
4828;simulé;;;4791;1;;STRASBOURG;Spécialité médicale : Médecine physique et de réadaptation;;3;[020021];;
4829;simulé;;;4792;1;;NICE;Discipline : MÉDECINE générale;;85;[036011];;
4830;ESSA;;;4793;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
4831;simulé;;;4794;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
4832;simulé;;;4795;2;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
4833;rien;;;4796;;;;malgré 3 vœux;;;;;
4834;simulé;;;4797;1;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
4835;simulé;;;4798;6;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
4836;simulé;;;4799;1;;ILE DE FRANCE;Discipline : PSYCHIATRIE;;102;[015010];;
4837;simulé;;;4800;1;;ANTILLES-GUYANE;Spécialité médicale : Neurologie;;2;[041023];;
4838;simulé;;;4801;1;;DIJON;Discipline : PÉDIATRIE;;7;[017002];;
4839;simulé;;;4802;3;;POITIERS;Discipline : PÉDIATRIE;;7;[031002];;
4840;simulé;;;4803;1;;TOURS;Discipline : PSYCHIATRIE;;11;[033010];;
4841;simulé;;;4804;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
4842;simulé;;;4805;1;;NANTES;Discipline : BIOLOGIE médicale;;4;[030003];;
4843;invalidé;;;4806;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4844;simulé;;;4807;79;;NANCY;Discipline : PÉDIATRIE;;12;[018002];;
4845;invalidé;;;4808;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4846;simulé;;;4809;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
4847;rien;;;4810;;;;car aucun vœu;;;;;
4848;simulé;;;4811;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
4849;simulé;;;4812;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
4850;rien;;;4813;;;;car aucun vœu;;;;;
4851;simulé;;;4814;1;;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
4852;simulé;;;4815;2;;ILE DE FRANCE;Discipline : SANTÉ PUBLIQUE;;16;[015007];;
4853;simulé;;;4816;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
4854;simulé;;;4817;22;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
4855;simulé;;;4818;20;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
4856;simulé;;;4819;2;;ILE DE FRANCE;Discipline : MÉDECINE du Travail;;27;[015006];;
4857;simulé;;;4820;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
4858;invalidé;;;4821;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4859;simulé;;;4822;1;;OCEAN INDIEN;Discipline : MÉDECINE générale;;51;[042011];;
4860;simulé;;;4823;7;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
4861;invalidé;;;4824;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4862;simulé;absence;;4825;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
4863;simulé;;;4826;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
4864;simulé;;;4827;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
4865;simulé;;;4828;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
4866;simulé;;;4829;1;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
4867;simulé;;;4830;1;;NANTES;Discipline : MÉDECINE générale;;111;[030011];;
4868;simulé;;;4831;19;;ROUEN;Spécialité médicale : Hématologie;;1;[024018];;
4869;invalidé;;;4832;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4870;simulé;;;4833;1;;NANTES;Discipline : MÉDECINE générale;;111;[030011];;
4871;rien;;;4834;;;;malgré 1 vœu;;;;;
4872;simulé;;;4835;1;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
4873;simulé;;;4836;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
4874;simulé;;;4837;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
4875;simulé;;;4838;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
4876;simulé;;;4839;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
4877;simulé;;;4840;108;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
4878;rien;;;4841;;;;car aucun vœu;;;;;
4879;simulé;;;4842;5;;NANCY;Discipline : PÉDIATRIE;;12;[018002];;
4880;simulé;;;4843;5;;REIMS;Spécialité médicale : Endocrinologie, diabète, maladies métaboliques;;2;[019015];;
4881;invalidé;;;4844;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4882;simulé;;;4845;1;;TOULOUSE;Spécialité médicale : Génétique médicale;;1;[040017];;
4883;simulé;;;4846;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
4884;simulé;;;4847;1;;BESANCON;Discipline : MÉDECINE générale;;79;[016011];;
4885;simulé;;;4848;6;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
4886;simulé;;;4849;3;;BREST;Spécialité médicale : Néphrologie;;3;[029022];;
4887;simulé;;;4850;35;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
4888;simulé;;;4851;2;;AMIENS;Spécialité médicale : Endocrinologie, diabète, maladies métaboliques;;2;[021015];;
4889;simulé;;;4852;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
4890;simulé;;;4853;1;;NICE;Discipline : MÉDECINE générale;;85;[036011];;
4891;simulé;;;4854;1;;CLERMONT-FERRAND;Discipline : MÉDECINE générale;;86;[038011];;
4892;simulé;;;4855;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
4893;simulé;absence;;4856;1;;LILLE;Discipline : PSYCHIATRIE;;40;[023010];;
4894;simulé;;;4857;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
4895;simulé;;;4858;1;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
4896;simulé;;;4859;2;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
4897;simulé;;;4860;1;;SAINT ETIENNE;Discipline : MÉDECINE générale;;84;[027011];;
4898;simulé;;;4861;1;;TOURS;Discipline : MÉDECINE générale;;93;[033011];;
4899;simulé;;;4862;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
4900;invalidé;;;4863;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4901;simulé;;;4864;3;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
4902;simulé;;;4865;1;;TOULOUSE;Spécialité médicale : Médecine physique et de réadaptation;;3;[040021];;
4903;simulé;;;4866;1;;ILE DE FRANCE;Discipline : PSYCHIATRIE;;102;[015010];;
4904;simulé;;;4867;1;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
4905;rien;;;4868;;;;car aucun vœu;;;;;
4906;simulé;;;4869;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
4907;simulé;;;4870;1;;NANTES;Discipline : MÉDECINE générale;;111;[030011];;
4908;simulé;;;4871;1;;RENNES;Discipline : PSYCHIATRIE;;11;[032010];;
4909;simulé;;;4872;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
4910;invalidé;;;4873;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4911;simulé;;;4874;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
4912;simulé;;;4875;2;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
4913;simulé;;;4876;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
4914;simulé;;;4877;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
4915;simulé;;;4878;45;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
4916;simulé;;;4879;2;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
4917;simulé;;;4880;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
4918;simulé;;;4881;1;;LILLE;Discipline : PSYCHIATRIE;;40;[023010];;
4919;invalidé;;;4882;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4920;simulé;;;4883;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
4921;simulé;;;4884;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
4922;invalidé;;;4885;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4923;simulé;;;4886;1;;NICE;Discipline : MÉDECINE générale;;85;[036011];;
4924;rien;;;4887;;;;car aucun vœu;;;;;
4925;simulé;;;4888;1;;LILLE;Spécialité médicale : Médecine physique et de réadaptation;;7;[023021];;
4926;simulé;;;4889;5;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
4927;simulé;;;4890;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
4928;simulé;;;4891;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
4929;simulé;;;4892;59;;DIJON;Spécialité médicale : Hématologie;;2;[017018];;
4930;simulé;;;4893;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
4931;simulé;;;4894;1;;LILLE;Discipline : PSYCHIATRIE;;40;[023010];;
4932;simulé;;;4895;27;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
4933;simulé;;;4896;1;;ILE DE FRANCE;Discipline : PSYCHIATRIE;;102;[015010];;
4934;simulé;;;4897;2;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
4935;simulé;;;4898;1;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
4936;simulé;;;4899;1;;BORDEAUX;Discipline : MÉDECINE du Travail;;5;[037006];;
4937;simulé;;;4900;32;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
4938;simulé;;;4901;1;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
4939;simulé;;;4902;2;;ANTILLES-GUYANE;Spécialité médicale : Endocrinologie, diabète, maladies métaboliques;;1;[041015];;
4940;simulé;;;4903;1;;REIMS;Discipline : MÉDECINE générale;;95;[019011];;
4941;simulé;;;4904;1;;TOULOUSE;Discipline : MÉDECINE générale;;157;[040011];;
4942;simulé;;;4905;3;;LILLE;Spécialité médicale : Médecine physique et de réadaptation;;7;[023021];;
4943;simulé;;;4906;9;;ROUEN;Discipline : MÉDECINE générale;;104;[024011];;
4944;simulé;;;4907;1;;ILE DE FRANCE;Discipline : PSYCHIATRIE;;102;[015010];;
4945;simulé;;;4908;1;;NANTES;Discipline : MÉDECINE générale;;111;[030011];;
4946;simulé;absence;;4909;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
4947;simulé;;;4910;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
4948;simulé;;;4911;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
4949;ESSA;;;4912;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
4950;simulé;;;4913;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
4951;rien;;;4914;;;;car aucun vœu;;;;;
4952;invalidé;;;4915;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4953;simulé;;;4916;32;;CAEN;Spécialité médicale : Neurologie;;4;[022023];;
4954;simulé;;;4917;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
4955;invalidé;;;4918;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4956;simulé;;;4919;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
4957;simulé;absence;;4920;3;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
4958;simulé;;;4921;19;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
4959;simulé;;;4922;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
4960;simulé;;;4923;1;;NANTES;Discipline : MÉDECINE générale;;111;[030011];;
4961;invalidé;;;4924;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4962;simulé;;;4925;24;;AIX MARSEILLE;Spécialité médicale : Médecine physique et de réadaptation;;5;[034021];;
4963;simulé;;;4926;1;;REIMS;Discipline : MÉDECINE générale;;95;[019011];;
4964;simulé;;;4927;8;;AMIENS;Spécialité médicale : Neurologie;;4;[021023];;
4965;simulé;;;4928;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
4966;simulé;;;4929;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
4967;rien;;;4930;;;;car aucun vœu;;;;;
4968;ESSA;;;4931;;;;pas de procédure CELINE car Etudiant du Service de Santé des Armées;;;;;
4969;simulé;;;4932;1;;BREST;Discipline : MÉDECINE générale;;94;[029011];;
4970;simulé;;;4933;1;;NICE;Discipline : PSYCHIATRIE;;10;[036010];;
4971;simulé;;;4934;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
4972;simulé;;;4935;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
4973;simulé;;;4936;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
4974;invalidé;;;4937;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4975;simulé;;;4938;1;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
4976;rien;;;4939;;;;car aucun vœu;;;;;
4977;simulé;;;4940;1;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
4978;rien;;;4941;;;;car aucun vœu;;;;;
4979;simulé;;;4942;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
4980;simulé;;;4943;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
4981;simulé;;;4944;1;;CAEN;Spécialité médicale : Hématologie;;1;[022018];;
4982;simulé;;;4945;1;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
4983;simulé;;;4946;1;;NANTES;Discipline : MÉDECINE générale;;111;[030011];;
4984;rien;;;4947;;;;car aucun vœu;;;;;
4985;simulé;;;4948;1;;BORDEAUX;Discipline : BIOLOGIE médicale;;9;[037003];;
4986;simulé;;;4949;1;;NANTES;Discipline : MÉDECINE générale;;111;[030011];;
4987;rien;;;4950;;;;car aucun vœu;;;;;
4988;simulé;;;4951;1;;NICE;Spécialité médicale : Génétique médicale;;1;[036017];;
4989;simulé;;;4952;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
4990;invalidé;;;4953;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
4991;simulé;;;4954;1;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
4992;simulé;;;4955;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
4993;simulé;;;4956;10;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
4994;simulé;;;4957;4;;LYON;Discipline : MÉDECINE générale;;179;[026011];;
4995;rien;;;4958;;;;car aucun vœu;;;;;
4996;simulé;;;4959;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
4997;simulé;;;4960;1;;NANCY;Discipline : PSYCHIATRIE;;18;[018010];;
4998;simulé;;;4961;1;;REIMS;Discipline : MÉDECINE générale;;95;[019011];;
4999;simulé;;;4962;3;;ANTILLES-GUYANE;Discipline : MÉDECINE générale;;63;[041011];;
5000;simulé;;;4963;1;;MONTPELLIER;Discipline : MÉDECINE générale;;158;[035011];;
5001;simulé;;;4964;1;;NANTES;Discipline : MÉDECINE générale;;111;[030011];;
5002;rien;;;4965;;;;car aucun vœu;;;;;
5003;rien;;;4966;;;;car aucun vœu;;;;;
5004;simulé;;;4967;1;;CAEN;Discipline : BIOLOGIE médicale;;3;[022003];;
5005;rien;;;4968;;;;car aucun vœu;;;;;
5006;simulé;;;4969;5;;STRASBOURG;Discipline : MÉDECINE générale;;141;[020011];;
5007;simulé;;;4970;1;;ANGERS;Discipline : MÉDECINE générale;;114;[028011];;
5008;rien;;;4971;;;;car aucun vœu;;;;;
5009;rien;;;4972;;;;malgré 52 vœux;;;;;
5010;simulé;;;4973;1;;ANTILLES-GUYANE;Discipline : MÉDECINE générale;;63;[041011];;
5011;simulé;;;4974;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5012;simulé;;;4975;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
5013;simulé;absence;;4976;141;;OCEAN INDIEN;Discipline : PÉDIATRIE;;5;[042002];;
5014;invalidé;;;4977;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5015;simulé;;;4978;2;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5016;simulé;;;4979;1;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
5017;invalidé;;;4980;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5018;simulé;;CESP;4981;1;;GRENOBLE;Discipline : MÉDECINE générale;;3;;;
5019;simulé;;;4982;1;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
5020;simulé;;;4983;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
5021;simulé;;;4984;1;;POITIERS;Discipline : MÉDECINE générale;;124;[031011];;
5022;simulé;;;4985;1;;ROUEN;Discipline : MÉDECINE générale;;104;[024011];;
5023;simulé;;;4986;1;;ROUEN;Spécialité médicale : Anatomie et cytologie pathologique;;2;[024012];;
5024;simulé;;;4987;1;;GRENOBLE;Discipline : MÉDECINE générale;;107;[025011];;
5025;simulé;;;4988;31;;TOULOUSE;Spécialité médicale : Médecine physique et de réadaptation;;3;[040021];;
5026;rien;;;4989;;;;car aucun vœu;;;;;
5027;simulé;;;4990;1;;ILE DE FRANCE;Discipline : MÉDECINE générale;;611;[015011];;
5029;simulé;;;4992;1;;CAEN;Spécialité médicale : Neurologie;;4;[022023];;
5030;invalidé;;;4993;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5031;simulé;;;4994;1;;LILLE;Discipline : MÉDECINE générale;;240;[023011];;
5032;simulé;;;4995;3;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
5033;simulé;;;4996;2;;ANGERS;Spécialité médicale : Génétique médicale;;1;[028017];;
5034;invalidé;;;4997;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
5035;simulé;;;4998;1;;AIX MARSEILLE;Discipline : MÉDECINE générale;;225;[034011];;
5036;simulé;;;4999;3;;BORDEAUX;Discipline : MÉDECINE générale;;199;[037011];;
5037;simulé;;;5000;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
5038;simulé;;;5001;1;;CLERMONT-FERRAND;Spécialité médicale : Rhumatologie;;2;[038027];;
5039;simulé;;;5002;3;;NANTES;Discipline : MÉDECINE générale;;111;[030011];;
5040;simulé;;;5003;1;;RENNES;Discipline : MÉDECINE générale;;105;[032011];;
5041;rien;;;5004;;;;car aucun vœu;;;;;
5042;simulé;;;5005;5;;DIJON;Discipline : MÉDECINE générale;;100;[017011];;
5043;invalidé;;;5006;;;;pas de procédure CELINE car 2ème cycle non validé;;;;;
